listing_nickname,building,rev_mo,launch_date,end_date
MS614,marina,2019-01-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-02-28T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-03-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-04-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-05-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-06-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-07-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-08-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS614,marina,2019-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS615,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS615,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS615,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS615,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS615,marina,2018-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2018-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2018-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2018-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-01-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-02-28T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-03-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-04-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-05-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-06-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-07-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-08-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS615,marina,2019-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS616,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS616,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS616,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS616,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS616,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS616,marina,2019-12-31T08:00:00Z,2019-12-31T08:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS617,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS617,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS617,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS617,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS617,marina,2018-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2018-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2018-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2018-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-01-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-02-28T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-03-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-04-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-05-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-06-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-07-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-08-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS617,marina,2019-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS618,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS618,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS618,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS618,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS618,marina,2018-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2018-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2018-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2018-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-01-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-02-28T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-03-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-04-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-05-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-06-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-07-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-08-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS618,marina,2019-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS812,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS812,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS812,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS812,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS812,marina,2018-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2018-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2018-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2018-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-01-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-02-28T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-03-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-04-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-05-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-06-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-07-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-08-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS812,marina,2019-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS813,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS813,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS813,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS813,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS813,marina,2018-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2018-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2018-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2018-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-01-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-02-28T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-03-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-04-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-05-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-06-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-07-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-08-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS813,marina,2019-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS814,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS814,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS814,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS814,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS814,marina,2018-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2018-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2018-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2018-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-01-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-02-28T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-03-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-04-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-05-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-06-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-07-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-08-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS814,marina,2019-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS815,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS815,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS815,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS815,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS815,marina,2018-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2018-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2018-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2018-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-01-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-02-28T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-03-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-04-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-05-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-06-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-07-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-08-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-09-30T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-10-31T07:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-11-30T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS815,marina,2019-12-31T08:00:00Z,2018-09-04T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS816,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS816,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS816,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS816,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS816,marina,2018-09-30T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2018-10-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2018-11-30T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2018-12-31T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-01-31T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-02-28T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-03-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-04-30T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-05-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-06-30T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-07-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-08-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-09-30T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-10-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-11-30T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS816,marina,2019-12-31T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS817,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS817,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS817,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS817,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS817,marina,2018-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2018-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2018-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2018-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-01-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-02-28T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-03-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-04-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-05-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-06-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-07-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-08-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS817,marina,2019-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS818,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS818,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS818,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS818,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS818,marina,2018-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2018-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2018-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2018-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-01-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-02-28T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-03-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-04-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-05-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-06-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-07-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-08-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS818,marina,2019-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS913,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS913,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS913,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS913,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS913,marina,2018-09-30T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2018-10-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2018-11-30T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2018-12-31T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-01-31T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-02-28T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-03-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-04-30T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-05-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-06-30T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-07-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-08-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-09-30T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-10-31T07:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-11-30T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS913,marina,2019-12-31T08:00:00Z,2018-09-03T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2018-01-31T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS914,marina,2018-02-28T08:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS914,marina,2018-03-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS914,marina,2018-04-30T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS914,marina,2018-05-31T07:00:00Z,2018-01-15T08:00:00Z,2018-05-09T07:00:00Z
MS914,marina,2018-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2018-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2018-11-30T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2018-12-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-01-31T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-02-28T08:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-03-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-04-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-05-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-06-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-07-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-08-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-09-30T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
MS914,marina,2019-10-31T07:00:00Z,2018-09-05T07:00:00Z,2019-12-31T08:00:00Z
